Student_ID,First_Name,Last_Name,Address1,Address2,District,Zip_Code,Telephone,Birth_Date,Course_Code,Tutor_Code
86T02791,Pedro,Lopez,422 Bluebell Way,Portside,Tawara,4306,5551127700,17/1/1993,HI-AC-4,XYU
87F03352,Dianne,Turner,Blandley House,Portside,Tawara,4306,5551148772,20/1/1993,EC-IH-2,CMO
88F08344,Pablo,Castro,17 Beauchamp Road,Portside,Tawara,4306,5551246326,27/5/1993,MA-MP-4,VPA
89Y06756,Steven,Turner,29 Driffield Road,Portside,Tawara,4306,5551243749,2/3/1980,EC-RI-4,XYU
90X05036,Peter,Goodyear,29 Driffield Road,Portside,Tawara,4306,5551243749,1/5/1993,CO-RP-1,CTY
145P02493,Laura,Black,Cheedle Hill,Portside,Tawara,4307,5551175314,17/4/1993,CO-IT-1,CMO
146P01012,Reinhild,Pfeffer,17 Anchor Lane,Portside,Tawara,4307,5551286029,24/6/1993,AR-AP-2,CMO
147Y06794,Tiffany,Cox,14 Nippers Alley,Portside,Tawara,4307,5551239314,5/4/1993,HI-NC-4,ATS
148A08733,Josefine,Barth,42 Driffield Road,Portside,Tawara,4307,5551247057,4/1/1993,HI-HP-3,MOL
149P02576,Priya,McTaggart,12 The Dreys,Portside,Tawara,4307,5551157518,25/3/1993,MA-MA-4,ATS
15A00686,Jorge,Lopez,16 Parrs Road,Hilltop,Tawara,4307,5551297291,18/2/1991,CO-DS-3,DGE
18K00080,Patrick,Oldfield,32 The Crescent,Hilltop,Tawara,4307,5551206698,10/1/1993,FR-FE-2,CTY
20T08787,Matthias,ONeil,14 Acacia Avenue,Hilltop,Tawara,4305,5551197198,6/1/1993,IT-IA-2,YLO
21P06241,Alfonso,Irizarry,14 Acacia Avenue,Hilltop,Tawara,4305,5551298600,15/3/1993,EC-AM-4,MOL
22X02614,Tracy,Smith,14 Acacia Avenue,Hilltop,Tawara,4305,5551185003,19/2/1993,GE-GE-1,PHO
32T05855,Gertrude,Fischer,27 Acacia Avenue,Hilltop,Tawara,4305,5551261292,16/6/1993,CO-PN-1,CCI
73F06274,Tanjung,Lu,27 Acacia Avenue,Hilltop,Tawara,4305,5551176876,30/7/1993,LA-IR-4,LBR
74T01833,Marcus,Adams,27 Acacia Avenue,Hilltop,Tawara,4305,5551153453,25/4/1993,MA-SA-2,CMO
75A04160,Francisco,Cruz,27 Acacia Avenue,Hilltop,Tawara,4305,5551221652,16/3/1993,FR-FL-3,YLO
76K02937,Salvador,Garrido,44 Acacia Avenue,Hilltop,Tawara,4305,5551132442,20/4/1993,EC-DR-4,VPA
77A09339,Carrie,Khan,44 Acacia Avenue,Hilltop,Tawara,4305,5551242919,5/7/1993,EC-IE-2,AVI
78X02512,David,Tobin,16 Oak Court,Lowwoods,Tawara,4302,5551232201,6/6/1993,EN-EI-2,XYU
79A00043,Steffi,Beckenbauer,12 Acacia Court,Lowwoods,Tawara,4302,5551253459,14/4/1993,FR-FG-1,PHO
114K00234,David,Irizarry,32 Ash Court,Lowwoods,Tawara,4302,5551185251,2/2/1993,IT-IS-3,CTY
117X00059,Angie,White,1 Oak Court,Lowwoods,Tawara,4302,5551169396,5/7/1993,AR-TT-3,BMO
119T06086,Karl,Seiler,7 Sycamore Court,Lowwoods,Tawara,4302,5551239619,5/1/1993,CO-IM-3,HSC
120P03952,Dietmar,Pabst,17 Ash Court,Lowwoods,Tawara,4302,5551191874,21/5/1993,LA-AL-3,TMI
121Y00025,Robin,Tan,12 Maple Court,Lowwoods,Tawara,4302,5551171152,16/7/1993,PH-PI-2,HSC
122P05671,Teng,Dev,12 Elm Court,Lowwoods,Tawara,4302,5551299987,29/1/1993,EC-BN-1,PTY
123Y08513,Ana,Mena,2 Sycamore Court,Lowwoods,Tawara,4302,5551249887,24/2/1993,AR-AA-2,VPA
124A09519,Kiera,Watson,19 Maple Court,Lowwoods,Tawara,4302,5551182064,20/4/1993,LA-AL-3,LAL
131T09049,Ina,Kaspirov,4 Sycamore Court,Lowwoods,Tawara,4302,5551277696,16/5/1993,HI-MH-3,DGE
144V04274,Sagar,Dhiman,32 Ash Court,Lowwoods,Tawara,4302,5551185251,5/5/1993,PH-PX-4,PHO
